id,name,description,material_category_id,alternative_names,scientific_name,distribution,variation_name,custom_id,version,is_verified,source,ingredients,created_at,updated_at,created_by
3409,Phenolics (Bakelite),"Material from Idemat 2025 dataset - ",89,Phenolics (Bakelite),,,,bdce60f2-6dd1-47d1-9f30-375114e46e21,1,false,Idemat 2025,,2025-07-29 14:52:14.743431,2025-07-29 14:52:14.743455,
3410,Polyester (unsaturated resin),"Material from Idemat 2025 dataset - ",89,Polyester (unsaturated resin),,,,11b9af16-c44d-489c-bcd2-ff6b846940c0,1,false,Idemat 2025,,2025-07-29 14:52:15.340261,2025-07-29 14:52:15.340269,
3411,PUR flex. block foam TDI,"Material from Idemat 2025 dataset - ",89,PUR flex. block foam TDI,,,,5df19d99-26fe-427f-b0ab-02b603505b9a,1,false,Idemat 2025,,2025-07-29 14:52:16.037053,2025-07-29 14:52:16.037096,
3412,PUR flex. moulded  TDI with flame retardant,"Material from Idemat 2025 dataset - ",89,PUR flex. moulded  TDI with flame retardant,,,,bd768ecd-9142-4b1e-ba83-21a2ed2923b9,1,false,Idemat 2025,,2025-07-29 14:52:16.789321,2025-07-29 14:52:16.78933,
3413,PUR flex. moulded TDI,"Material from Idemat 2025 dataset - ",89,PUR flex. moulded TDI,,,,b2e32952-be88-4282-bc41-71f786fbba63,1,false,Idemat 2025,,2025-07-29 14:52:17.707957,2025-07-29 14:52:17.707967,
3414,PUR flex. moulded. MDI,"Material from Idemat 2025 dataset - ",89,PUR flex. moulded. MDI,,,,393fe33c-9b75-4106-b70b-3fad152efb4c,1,false,Idemat 2025,,2025-07-29 14:52:18.314812,2025-07-29 14:52:18.314825,
3415,PUR rigid foam MDI,"Material from Idemat 2025 dataset - ",89,PUR rigid foam MDI,,,,cdcdef21-c27e-4ced-82d3-c0953be00bea,1,false,Idemat 2025,,2025-07-29 14:52:18.840904,2025-07-29 14:52:18.840913,
3416,Sheet molding compound 25% glass fibre,"Material from Idemat 2025 dataset - ",89,Sheet molding compound 25% glass fibre,,,,0b031cb8-6ac0-487a-9f40-af8af35d4b67,1,false,Idemat 2025,,2025-07-29 14:52:19.420407,2025-07-29 14:52:19.420413,
3417,Sheet molding compound 50% glass fibre,"Material from Idemat 2025 dataset - ",89,Sheet molding compound 50% glass fibre,,,,7cc8aa82-8f98-41c8-8a57-e27a178a6eab,1,false,Idemat 2025,,2025-07-29 14:52:20.050944,2025-07-29 14:52:20.050954,
3418,UF (urea-formaldehyde resin),"Material from Idemat 2025 dataset - ",89,UF (urea-formaldehyde resin),,,,88958d16-cc8a-47a0-9379-2f18452670e7,1,false,Idemat 2025,,2025-07-29 14:52:20.562857,2025-07-29 14:52:20.562871,
3419,Bisphenol A,"Material from Idemat 2025 dataset - ",85,Bisphenol A,,,,af278677-34d6-4b32-a2f5-8f48dcc7dcb5,1,false,Idemat 2025,,2025-07-29 14:52:21.106267,2025-07-29 14:52:21.106277,
3420,DEHP (diisooctyl phthalate),"Material from Idemat 2025 dataset - ",85,DEHP (diisooctyl phthalate),,,,a77eb7f1-da1d-45af-8c31-7344ead0dedb,1,false,Idemat 2025,,2025-07-29 14:52:21.855416,2025-07-29 14:52:21.855423,
3421,DINP (diisononyl phthalate),"Material from Idemat 2025 dataset - ",85,DINP (diisononyl phthalate),,,,9bd3f16d-0177-47f3-90a7-fdc363a27364,1,false,Idemat 2025,,2025-07-29 14:52:22.444665,2025-07-29 14:52:22.444677,
3422,Epichlorohydrin,"Material from Idemat 2025 dataset - ",89,Epichlorohydrin,,,,0a613f90-14ea-46e0-885f-a9feb9fc74ef,1,false,Idemat 2025,,2025-07-29 14:52:23.011791,2025-07-29 14:52:23.0118,
3423,EVOH (Ethylene vinyl alcohol) film barrier of gasses,"Material from Idemat 2025 dataset - ",85,EVOH (Ethylene vinyl alcohol) film barrier of gasses,,,,45e48623-d798-4f55-aac1-fffb2c40b346,1,false,Idemat 2025,,2025-07-29 14:52:23.74622,2025-07-29 14:52:23.746229,
3424,Formaldehyde,"Material from Idemat 2025 dataset - ",85,Formaldehyde,,,,4e173a08-2edb-4fbd-9981-e9337058c719,1,false,Idemat 2025,,2025-07-29 14:52:24.527559,2025-07-29 14:52:24.527573,
3425,MDI (Methylene diphenyl diisocyanate),"Material from Idemat 2025 dataset - ",85,MDI (Methylene diphenyl diisocyanate),,,,fc4ed180-afd2-4d7d-a4e3-70a46455cb62,1,false,Idemat 2025,,2025-07-29 14:52:25.233995,2025-07-29 14:52:25.234006,
3426,MMA (Methyl methacrylate),"Material from Idemat 2025 dataset - ",85,MMA (Methyl methacrylate),,,,0ec7d898-ec8d-4781-91de-138c3ac5756d,1,false,Idemat 2025,,2025-07-29 14:52:25.700072,2025-07-29 14:52:25.700085,
3427,Nafion,"Material from Idemat 2025 dataset - ",85,Nafion,,,,9f25bbb2-a4b6-4378-a96d-a86f944d2a14,1,false,Idemat 2025,,2025-07-29 14:52:26.391745,2025-07-29 14:52:26.391757,
3428,PEEK (Polyetheretherketone),"Material from Idemat 2025 dataset - ",85,PEEK (Polyetheretherketone),,,,8376beda-6e32-47f3-9d71-5c65cd7d60af,1,false,Idemat 2025,,2025-07-29 14:52:26.922112,2025-07-29 14:52:26.922119,
3429,PEI (PolyEther Imide),"Material from Idemat 2025 dataset - ",85,PEI (PolyEther Imide),,,,b3b3a203-3e32-448f-b86e-f45405bf5856,1,false,Idemat 2025,,2025-07-29 14:52:27.465554,2025-07-29 14:52:27.465566,
3430,Phthalic anhydride,"Material from Idemat 2025 dataset - ",85,Phthalic anhydride,,,,ee557e41-cd06-4dd5-b3d3-5451af73efd5,1,false,Idemat 2025,,2025-07-29 14:52:27.944365,2025-07-29 14:52:27.944373,
3431,Polyether-polyols,"Material from Idemat 2025 dataset - ",85,Polyether-polyols,,,,e6ef2326-dff6-4344-8202-ea5f5520c185,1,false,Idemat 2025,,2025-07-29 14:52:28.402241,2025-07-29 14:52:28.402253,
3432,PPS (polyphenylene sulfide),"Material from Idemat 2025 dataset - ",85,PPS (polyphenylene sulfide),,,,5c28282c-4625-4327-941e-e2077ebddf3a,1,false,Idemat 2025,,2025-07-29 14:52:28.922648,2025-07-29 14:52:28.922655,
3433,PVB (Polyvinyl butyral),"Material from Idemat 2025 dataset - ",85,PVB (Polyvinyl butyral),,,,dfc07d78-9acb-4a89-a056-3aad86157d77,1,false,Idemat 2025,,2025-07-29 14:52:29.599607,2025-07-29 14:52:29.599615,
3434,TDI (toluene diisocyanate),"Material from Idemat 2025 dataset - ",85,TDI (toluene diisocyanate),,,,067f4c91-8241-4238-869e-b19174364db7,1,false,Idemat 2025,,2025-07-29 14:52:30.206088,2025-07-29 14:52:30.206094,
3435,PE for bottles with deposit in EU (RR=80%  RIR=25%),"Material from Idemat 2025 dataset - ",85,PE for bottles with deposit in EU (RR=80%  RIR=25%),,,,43d32ad4-6eba-478f-aaeb-a8f8395e394e,1,false,Idemat 2025,,2025-07-29 14:52:30.82935,2025-07-29 14:52:30.82936,
3436,PET for bottles with deposit in EU (RR=80%  RIR=25%),"Material from Idemat 2025 dataset - ",85,PET for bottles with deposit in EU (RR=80%  RIR=25%),,,,0d65ea3d-8542-4820-98b7-9f24ebd5a5eb,1,false,Idemat 2025,,2025-07-29 14:52:31.522152,2025-07-29 14:52:31.522168,
3437,PP for bottles with deposit in EU (RR=80%  RIR=25%),"Material from Idemat 2025 dataset - ",85,PP for bottles with deposit in EU (RR=80%  RIR=25%),,,,55e116e8-e399-4053-a840-9438043ce448,1,false,Idemat 2025,,2025-07-29 14:52:32.236462,2025-07-29 14:52:32.236469,
3438,PVC for bottles with deposit in EU (RR=80%  RIR=25%),"Material from Idemat 2025 dataset - ",85,PVC for bottles with deposit in EU (RR=80%  RIR=25%),,,,40b68da4-96ea-49d1-940d-9f1b6b84f36e,1,false,Idemat 2025,,2025-07-29 14:52:32.776113,2025-07-29 14:52:32.77612,
3439,Acrylic fibres,"Material from Idemat 2025 dataset - ",86,Acrylic fibres,,,,5bfc9f03-510f-4b84-b86b-5b9e6bda246d,1,false,Idemat 2025,,2025-07-29 14:52:33.332323,2025-07-29 14:52:33.332337,
3440,BioCotton fibre from China/India (without global seatransport),"Material from Idemat 2025 dataset - ",86,BioCotton fibre from China/India (without global seatransport),,,,f6a4abdf-3b4a-4726-a116-3d5864c9f277,1,false,Idemat 2025,,2025-07-29 14:52:33.939075,2025-07-29 14:52:33.939083,
3441,BioCotton fibre from USA (without global seatransport),"Material from Idemat 2025 dataset - ",86,BioCotton fibre from USA (without global seatransport),,,,3df8a783-05d1-4b2f-8827-37a148b57ddd,1,false,Idemat 2025,,2025-07-29 14:52:34.499903,2025-07-29 14:52:34.499912,
3442,Cotton fibre from China and India (without global seatransport),"Material from Idemat 2025 dataset - ",86,Cotton fibre from China and India (without global seatransport),,,,e2e1e56a-8b59-4757-ad0b-9bd67564e6e2,1,false,Idemat 2025,,2025-07-29 14:52:35.150423,2025-07-29 14:52:35.150439,
3443,Cotton fibre from USA (without global seatransport),"Material from Idemat 2025 dataset - ",86,Cotton fibre from USA (without global seatransport),,,,2d05d5ae-cba1-4846-8077-d2824cf9eafc,1,false,Idemat 2025,,2025-07-29 14:52:35.821585,2025-07-29 14:52:35.821592,
3444,Cotton fibre trade mix (without global seatransport),"Material from Idemat 2025 dataset - ",86,Cotton fibre trade mix (without global seatransport),,,,dba6ee9b-324d-48f9-8309-a4a7fb3daca4,1,false,Idemat 2025,,2025-07-29 14:52:36.462723,2025-07-29 14:52:36.462737,
3445,Elastane (polyurethane) pellets,"Material from Idemat 2025 dataset - ",86,Elastane (polyurethane) pellets,,,,b2400d8d-f6d6-446f-bb27-d391e2f558b1,1,false,Idemat 2025,,2025-07-29 14:52:37.100882,2025-07-29 14:52:37.100888,
3446,Fleece from recycled PET bottles,"Material from Idemat 2025 dataset - ",86,Fleece from recycled PET bottles,,,,f439df70-691b-409b-92f2-08572bafe974,1,false,Idemat 2025,,2025-07-29 14:52:37.621738,2025-07-29 14:52:37.621745,
3447,Jute fibre incl. degumming market mix,"Material from Idemat 2025 dataset - ",86,Jute fibre incl. degumming market mix,,,,63973707-d46d-4d0c-9b97-344318dffb70,1,false,Idemat 2025,,2025-07-29 14:52:38.196637,2025-07-29 14:52:38.196655,
3448,Jute fibre incl. degumming India irrigation,"Material from Idemat 2025 dataset - ",86,Jute fibre incl. degumming India irrigation,,,,b65a4cb3-cdef-40d7-8349-2a6d74b69178,1,false,Idemat 2025,,2025-07-29 14:52:38.812391,2025-07-29 14:52:38.812403,
3449,Jute fibre incl. degumming India rain fed - renewable fuel,"Material from Idemat 2025 dataset - ",86,Jute fibre incl. degumming India rain fed - renewable fuel,,,,4512dd5b-de8e-4c37-94e7-b1264db8669a,1,false,Idemat 2025,,2025-07-29 14:52:39.481692,2025-07-29 14:52:39.48171,
3450,Kenaf fibre incl. degumming India,"Material from Idemat 2025 dataset - ",86,Kenaf fibre incl. degumming India,,,,f53faa6e-38bb-4c95-b1ab-ac3cfa5dd41e,1,false,Idemat 2025,,2025-07-29 14:52:40.006092,2025-07-29 14:52:40.006104,
3451,Kenaf fibre incl. degumming Italy - renewable fule,"Material from Idemat 2025 dataset - ",86,Kenaf fibre incl. degumming Italy - renewable fule,,,,8434c486-dccb-46e9-9d4c-73b060bfb62c,1,false,Idemat 2025,,2025-07-29 14:52:40.514077,2025-07-29 14:52:40.514084,
3452,Nylon pellets,"Material from Idemat 2025 dataset - ",285,Nylon pellets,,,,dc98132f-445d-4cc4-83e3-632800b976c6,1,false,Idemat 2025,,2025-07-29 14:52:41.066657,2025-07-29 14:52:41.066668,
3453,Polyester = PET pellets,"Material from Idemat 2025 dataset - ",86,Polyester = PET pellets,,,,3515f415-352e-4eac-84c9-a89701210314,1,false,Idemat 2025,,2025-07-29 14:52:41.607387,2025-07-29 14:52:41.607396,
3454,PLA (polylactide) pellets,"Material from Idemat 2025 dataset - ",285,PLA (polylactide) pellets,,,,251b6f9b-e288-4786-8602-d3399942a508,1,false,Idemat 2025,,2025-07-29 14:52:42.109907,2025-07-29 14:52:42.109914,
3455,Sorona (PTT) biobased pellets,"Material from Idemat 2025 dataset - ",86,Sorona (PTT) biobased pellets,,,,462368c2-6b8f-4310-bdc5-1305f1bc535d,1,false,Idemat 2025,,2025-07-29 14:52:42.651737,2025-07-29 14:52:42.651743,
3456,Viscose production,"Material from Idemat 2025 dataset - ",86,Viscose production,,,,7ea4faac-c422-4461-be59-595c07bcba1c,1,false,Idemat 2025,,2025-07-29 14:52:43.136363,2025-07-29 14:52:43.136369,
3457,Wool from Australia - transported to Rotterdam,"Material from Idemat 2025 dataset - ",86,Wool from Australia - transported to Rotterdam,,,,765892bd-1c40-4c2e-b940-c1aa2cc06232,1,false,Idemat 2025,,2025-07-29 14:52:43.918714,2025-07-29 14:52:43.918722,
3458,PP (Polypropylene) pellets,"Material from Idemat 2025 dataset - ",285,PP (Polypropylene) pellets,,,,081035f3-9d0b-4e65-a362-7ab5a7c33544,1,false,Idemat 2025,,2025-07-29 14:52:44.636183,2025-07-29 14:52:44.636195,
3459,Flax fibres for spinning linen,"Material from Idemat 2025 dataset - ",86,Flax fibres for spinning linen,,,,c0019a8f-3ccc-496b-8a2f-a160d3a2c43d,1,false,Idemat 2025,,2025-07-29 14:52:45.215199,2025-07-29 14:52:45.215212,
3460,dyeing with pollution in India - without materials input,"Material from Idemat 2025 dataset - ",86,dyeing with pollution in India - without materials input,,,,1f2a6e58-d402-40d1-af83-56ac60e995a9,1,false,Idemat 2025,,2025-07-29 14:52:45.799722,2025-07-29 14:52:45.799735,
3461,dyeing in Europe - without materials input,"Material from Idemat 2025 dataset - ",86,dyeing in Europe - without materials input,,,,c63b0b63-38c1-4036-93d8-2396c73764ab,1,false,Idemat 2025,,2025-07-29 14:52:46.472783,2025-07-29 14:52:46.472789,
3462,heat setting and washing synthetic fabrics,"Material from Idemat 2025 dataset - ",86,heat setting and washing synthetic fabrics,,,,539e16f4-b709-4ae9-ab99-aba911534647,1,false,Idemat 2025,,2025-07-29 14:52:47.210865,2025-07-29 14:52:47.210873,
3463,knitting  83 dtex,"Material from Idemat 2025 dataset - ",86,knitting  83 dtex,,,,474d9056-3f02-4e74-85b0-21ec7b1c689f,1,false,Idemat 2025,,2025-07-29 14:52:47.775527,2025-07-29 14:52:47.775538,
3464,knitting 200 dtex,"Material from Idemat 2025 dataset - ",86,knitting 200 dtex,,,,08bb47bb-8922-488e-b1a1-50a5990c88cd,1,false,Idemat 2025,,2025-07-29 14:52:48.489724,2025-07-29 14:52:48.489732,
3465,knitting 300 dtex,"Material from Idemat 2025 dataset - ",86,knitting 300 dtex,,,,2a75ab4d-aa5c-4386-96ae-086e54d7e155,1,false,Idemat 2025,,2025-07-29 14:52:49.1347,2025-07-29 14:52:49.134712,
3466,pretreatment of cotton,"Material from Idemat 2025 dataset - ",86,pretreatment of cotton,,,,e0d06232-3857-4d17-86fd-8f6bbc7fd6ad,1,false,Idemat 2025,,2025-07-29 14:52:49.662204,2025-07-29 14:52:49.662218,
3467,spinning cotton  45 dtex,"Material from Idemat 2025 dataset - ",86,spinning cotton  45 dtex,,,,a7d29f34-51a8-4e2b-b233-eca8280ae30f,1,false,Idemat 2025,,2025-07-29 14:52:50.166723,2025-07-29 14:52:50.16673,
3468,spinning cotton  70 dtex,"Material from Idemat 2025 dataset - ",86,spinning cotton  70 dtex,,,,9c018c66-b1cd-40e0-961f-dd193b4c2468,1,false,Idemat 2025,,2025-07-29 14:52:50.683321,2025-07-29 14:52:50.683327,
3469,spinning cotton 100 dtex,"Material from Idemat 2025 dataset - ",86,spinning cotton 100 dtex,,,,6bca9773-a4c6-4b9e-b3ea-fb52d8fdeeae,1,false,Idemat 2025,,2025-07-29 14:52:51.238749,2025-07-29 14:52:51.238756,
3470,spinning cotton 150 dtex,"Material from Idemat 2025 dataset - ",86,spinning cotton 150 dtex,,,,a777284d-cb51-4ff6-a8cd-3ab60593c5da,1,false,Idemat 2025,,2025-07-29 14:52:51.778661,2025-07-29 14:52:51.778672,
3471,spinning cotton 200 dtex,"Material from Idemat 2025 dataset - ",86,spinning cotton 200 dtex,,,,f397c7a0-d74a-48fb-9695-c067a597111d,1,false,Idemat 2025,,2025-07-29 14:52:52.502061,2025-07-29 14:52:52.502067,
3472,spinning cotton 300 dtex,"Material from Idemat 2025 dataset - ",86,spinning cotton 300 dtex,,,,1b6ac742-7dc4-4f87-9164-8312f13bccd0,1,false,Idemat 2025,,2025-07-29 14:52:53.077775,2025-07-29 14:52:53.077789,
3473,spinning cotton 400 dtex,"Material from Idemat 2025 dataset - ",86,spinning cotton 400 dtex,,,,372242d9-af9c-40aa-8b00-7257e131f115,1,false,Idemat 2025,,2025-07-29 14:52:53.815729,2025-07-29 14:52:53.815737,
3474,spinning cotton 500 dtex,"Material from Idemat 2025 dataset - ",86,spinning cotton 500 dtex,,,,482b1d7c-c968-4db0-ad99-4e0ab3002489,1,false,Idemat 2025,,2025-07-29 14:52:54.459359,2025-07-29 14:52:54.459367,
3475,spinning extruder polymer filaments  (80 - 500 dtex),"Material from Idemat 2025 dataset - ",86,spinning extruder polymer filaments  (80 - 500 dtex),,,,69be006f-cbf5-433b-b933-aa4846e59973,1,false,Idemat 2025,,2025-07-29 14:52:55.04128,2025-07-29 14:52:55.041285,
3476,spinning viscose fibres (80-500 dtex),"Material from Idemat 2025 dataset - ",86,spinning viscose fibres (80-500 dtex),,,,601fd9b7-2ca4-4c48-8862-a59e1fc04d69,1,false,Idemat 2025,,2025-07-29 14:52:55.702533,2025-07-29 14:52:55.70254,
3477,texturing polymer fibres (to improve insulation properties),"Material from Idemat 2025 dataset - ",86,texturing polymer fibres (to improve insulation properties),,,,96f83c32-0568-42c8-96dd-27defc53a268,1,false,Idemat 2025,,2025-07-29 14:52:56.215315,2025-07-29 14:52:56.215361,
3478,weaving  15 dtex,"Material from Idemat 2025 dataset - ",86,weaving  15 dtex,,,,2d8cf5b4-90cf-4412-a403-86d3d9653035,1,false,Idemat 2025,,2025-07-29 14:52:56.900437,2025-07-29 14:52:56.90045,
3479,weaving  30 dtex,"Material from Idemat 2025 dataset - ",86,weaving  30 dtex,,,,bcbe269d-4ffd-435e-bcc1-2bb0002036fc,1,false,Idemat 2025,,2025-07-29 14:52:57.655845,2025-07-29 14:52:57.655856,
3480,weaving  45 dtex,"Material from Idemat 2025 dataset - ",86,weaving  45 dtex,,,,f6f80745-c966-4e82-85bc-cf2739df1b9a,1,false,Idemat 2025,,2025-07-29 14:52:58.215303,2025-07-29 14:52:58.215313,
3481,weaving  70 dtex,"Material from Idemat 2025 dataset - ",86,weaving  70 dtex,,,,ed5603ab-4368-4a34-8612-d060531abf71,1,false,Idemat 2025,,2025-07-29 14:52:58.804837,2025-07-29 14:52:58.804844,
3482,weaving 100 dtex,"Material from Idemat 2025 dataset - ",86,weaving 100 dtex,,,,19e222de-d12e-4e89-a966-8bdb3bcea6e3,1,false,Idemat 2025,,2025-07-29 14:52:59.543557,2025-07-29 14:52:59.543573,
3483,weaving 150 dtex,"Material from Idemat 2025 dataset - ",86,weaving 150 dtex,,,,14a2941b-1968-4135-a98a-276099cdce41,1,false,Idemat 2025,,2025-07-29 14:53:00.21834,2025-07-29 14:53:00.218348,
3484,weaving 200 dtex,"Material from Idemat 2025 dataset - ",86,weaving 200 dtex,,,,91c3bb52-802d-48ad-b3fe-a815c56ee83f,1,false,Idemat 2025,,2025-07-29 14:53:00.904506,2025-07-29 14:53:00.904517,
3485,weaving 300 dtex,"Material from Idemat 2025 dataset - ",86,weaving 300 dtex,,,,05e539c8-c659-4d2a-87ef-bdb4502cac25,1,false,Idemat 2025,,2025-07-29 14:53:01.403498,2025-07-29 14:53:01.403505,
3486,weaving 400 dtex,"Material from Idemat 2025 dataset - ",86,weaving 400 dtex,,,,250a95e5-8ec3-46c7-9235-628d2e16b0d1,1,false,Idemat 2025,,2025-07-29 14:53:02.336569,2025-07-29 14:53:02.336574,
3487,weaving 500 dtex,"Material from Idemat 2025 dataset - ",86,weaving 500 dtex,,,,2cc3db3e-d073-4d12-9a80-ebd47f774267,1,false,Idemat 2025,,2025-07-29 14:53:03.102606,2025-07-29 14:53:03.102614,
3488,Geotextiles (PP  500 dTex  woven),"Material from Idemat 2025 dataset - ",285,Geotextiles (PP  500 dTex  woven),,,,b1415b44-78b5-401b-9705-604557ccd025,1,false,Idemat 2025,,2025-07-29 14:53:03.631422,2025-07-29 14:53:03.631431,
3489,Duck Down in Rotterdam from China,"Material from Idemat 2025 dataset - ",86,Duck Down in Rotterdam from China,,,,41519a8e-2c05-469d-8491-b4c3e79f85fd,1,false,Idemat 2025,,2025-07-29 14:53:04.156411,2025-07-29 14:53:04.15642,
3490,Duck Down in Rotterdam from Poland,"Material from Idemat 2025 dataset - ",86,Duck Down in Rotterdam from Poland,,,,57d5500c-18b7-4474-b220-cb0fea40697a,1,false,Idemat 2025,,2025-07-29 14:53:04.698863,2025-07-29 14:53:04.698874,
3491,Polyester fiberfill,"Material from Idemat 2025 dataset - ",285,Polyester fiberfill,,,,12d80f81-0058-4910-a214-17f534194e51,1,false,Idemat 2025,,2025-07-29 14:53:05.229603,2025-07-29 14:53:05.229616,
3492,Afrormosia,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,a01e1b31-ac86-4771-b8ac-4ad8c841e048,1,false,Idemat 2025,,2025-07-29 14:53:05.82944,2025-07-29 14:53:05.829451,
3493,Afrormosia,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,a44569ee-a95d-4d0f-805c-864db66573c0,1,false,Idemat 2025,,2025-07-29 14:53:06.473622,2025-07-29 14:53:06.473629,
3494,Afzelia,"Material from Idemat 2025 dataset - ",124,,,FCS/PEFC,,c8d354ad-fd34-4b10-ab8e-eefdfc1e9854,1,false,Idemat 2025,,2025-07-29 14:53:07.01808,2025-07-29 14:53:07.018087,
3495,Afzelia,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,9a4de06c-113f-43ff-b274-49daff0a9146,1,false,Idemat 2025,,2025-07-29 14:53:07.583734,2025-07-29 14:53:07.58374,
3496,Guaiacum wood,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,451a09ac-067b-48c6-af03-b703b649e930,1,false,Idemat 2025,,2025-07-29 14:53:08.318216,2025-07-29 14:53:08.318224,
3497,Guaiacum wood,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,e824aa73-4932-4342-b22e-2b5dc69b7f79,1,false,Idemat 2025,,2025-07-29 14:53:08.916508,2025-07-29 14:53:08.916518,
3498,Iroko,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,4fe3f2b5-d5b1-49bd-b2f4-f50455465e96,1,false,Idemat 2025,,2025-07-29 14:53:09.68976,2025-07-29 14:53:09.689767,
3499,Iroko,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,d2c8d912-a448-484f-b375-6496766b1165,1,false,Idemat 2025,,2025-07-29 14:53:10.256378,2025-07-29 14:53:10.256384,
3500,Makore,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,7398f13c-fc47-4da0-b42a-f1e88e672c63,1,false,Idemat 2025,,2025-07-29 14:53:10.796798,2025-07-29 14:53:10.796809,
3501,Makore,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,1d1312b0-f8cb-4d3d-8750-2019c0073340,1,false,Idemat 2025,,2025-07-29 14:53:11.347453,2025-07-29 14:53:11.347459,
3502,Mansonia,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,f6eb66c7-5a3a-4404-b5cf-152ec228b2a4,1,false,Idemat 2025,,2025-07-29 14:53:11.889755,2025-07-29 14:53:11.88976,
3503,Mansonia,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,6326a0a8-95d8-4c8f-b27f-026e17463d5c,1,false,Idemat 2025,,2025-07-29 14:53:12.46579,2025-07-29 14:53:12.465834,
3504,Moabi,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,1c27e7c9-f3ae-4e3f-b227-bde6f09274dd,1,false,Idemat 2025,,2025-07-29 14:53:13.02806,2025-07-29 14:53:13.028072,
3505,Moabi,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,6ddb784e-83ae-4afc-9762-4c25162cfe38,1,false,Idemat 2025,,2025-07-29 14:53:13.573917,2025-07-29 14:53:13.573924,
3506,Padouk African,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,c337959f-4712-42e9-995b-45b3fcc41d5c,1,false,Idemat 2025,,2025-07-29 14:53:14.129158,2025-07-29 14:53:14.129171,
3507,Padouk African,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,89fb29a4-1584-42b2-818a-240f06707f6e,1,false,Idemat 2025,,2025-07-29 14:53:15.061627,2025-07-29 14:53:15.061644,
3508,Palissander Indisch,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,ac750835-a4de-4851-85a0-41aaeab9a704,1,false,Idemat 2025,,2025-07-29 14:53:15.850659,2025-07-29 14:53:15.850672,
3509,Palissander Indisch,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,70c9e638-7bb0-4217-9803-bf6b35b48cf4,1,false,Idemat 2025,,2025-07-29 14:53:16.549726,2025-07-29 14:53:16.549739,
3510,Robinia,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,07b0e701-73fe-40c7-9af1-1e3617d6203c,1,false,Idemat 2025,,2025-07-29 14:53:17.275886,2025-07-29 14:53:17.275892,
3511,Teak,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,afdc4e52-6264-47ae-a602-30d7e22a7c65,1,false,Idemat 2025,,2025-07-29 14:53:18.384689,2025-07-29 14:53:18.384708,
3512,Teak,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,39bedf51-deaa-4497-ae4a-06cabc8f4d8c,1,false,Idemat 2025,,2025-07-29 14:53:18.974459,2025-07-29 14:53:18.974468,
3513,Agba,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,db197b10-1101-48b1-ada0-c8cc9eff04d8,1,false,Idemat 2025,,2025-07-29 14:53:19.557629,2025-07-29 14:53:19.557639,
3514,Agba,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,1049de4f-ff1c-4763-ac61-ca3680bd054d,1,false,Idemat 2025,,2025-07-29 14:53:20.113918,2025-07-29 14:53:20.113927,
3515,Angelique,"Material from Idemat 2025 dataset - ",106,,,FSC,,4e8713c2-fa61-4453-b0dc-1f7a33f79c25,1,false,Idemat 2025,,2025-07-29 14:53:20.673913,2025-07-29 14:53:20.673919,
3516,Angelique,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,32680833-18ba-46fa-8e44-158b3003e6c0,1,false,Idemat 2025,,2025-07-29 14:53:21.226737,2025-07-29 14:53:21.226748,
3517,Azobé,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,8dfa2b9c-2371-4f38-939c-df6388cee2d4,1,false,Idemat 2025,,2025-07-29 14:53:21.846629,2025-07-29 14:53:21.846637,
3518,Azobé,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,06c47478-79b7-4bff-9111-f20e18c9ccc6,1,false,Idemat 2025,,2025-07-29 14:53:22.432833,2025-07-29 14:53:22.432839,
3519,Bosse clair,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,dc9eb103-365f-47bc-9fce-14ae8b53cce2,1,false,Idemat 2025,,2025-07-29 14:53:23.071825,2025-07-29 14:53:23.071834,
3520,Bosse clair,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,30e1fd69-2bfb-43e1-b3d1-f3056d3d3ad6,1,false,Idemat 2025,,2025-07-29 14:53:23.660248,2025-07-29 14:53:23.660261,
