id,name,description,material_category_id,alternative_names,scientific_name,distribution,variation_name,custom_id,version,is_verified,source,ingredients,created_at,updated_at,created_by
3312,"Neodymium magnet (NdFeB) corrosion resistant, 40 MGOe recycled","Material from Idemat 2025 dataset - ",64,"Neodymium magnet (NdFeB) corrosion resistant, 40 MGOe recycled",,,,43fd57af-7d07-4fa6-b576-ee55893bdd64,1,false,Idemat 2025,,2025-07-29 14:51:21.078178,2025-07-29 14:51:21.07819,
3313,"SmCo (1:5) magnet, 20 MGOe","Material from Idemat 2025 dataset - ",64,"SmCo (1:5) magnet, 20 MGOe",,,,6ec4dce9-7f2a-4de6-9e9e-4c2ca30a8d4a,1,false,Idemat 2025,,2025-07-29 14:51:21.929164,2025-07-29 14:51:21.92918,
3314,"Nitride magnet (Fe16N2), 20-80 MGOe","Material from Idemat 2025 dataset - ",72,"Nitride magnet (Fe16N2), 20-80 MGOe",,,,d6515a2b-fcab-4688-b5c1-01c6bb26a006,1,false,Idemat 2025,,2025-07-29 14:51:22.929308,2025-07-29 14:51:22.929319,
3315,Mycelium composite protective packaging - Grown Bio 121 kg/m3,"Material from Idemat 2025 dataset - ",85,Mycelium composite protective packaging - Grown Bio 121 kg/m3,,,,0e405522-f70d-4476-9590-92f1f2a24e8b,1,false,Idemat 2025,,2025-07-29 14:51:23.549688,2025-07-29 14:51:23.5497,
3316,Paperfoam,"Material from Idemat 2025 dataset - ",85,Paperfoam,,,,ea6425b2-e048-4546-8c03-ab244854c3b7,1,false,Idemat 2025,,2025-07-29 14:51:24.009233,2025-07-29 14:51:24.009244,
3317,Stonepaper from Taiwan in Rotterdam,"Material from Idemat 2025 dataset - ",85,Stonepaper from Taiwan in Rotterdam,,,,2e2fae78-e30d-4075-baba-3786e6fb210c,1,false,Idemat 2025,,2025-07-29 14:51:24.447203,2025-07-29 14:51:24.447216,
3318,Stonepaper from Germany in Rotterdam,"Material from Idemat 2025 dataset - ",85,Stonepaper from Germany in Rotterdam,,,,c8916f85-c8ba-4c3a-981a-799368e898f7,1,false,Idemat 2025,,2025-07-29 14:51:24.924779,2025-07-29 14:51:24.924786,
3319,bio-PE (Polyethylene) - not biodegradable - from ethanol (Brazil Braskem),"Material from Idemat 2025 dataset - ",86,bio-PE (Polyethylene) - not biodegradable - from ethanol (Brazil Braskem),,,,6e2a25db-cd09-4ca0-bcaf-8ca98f1dee6d,1,false,Idemat 2025,,2025-07-29 14:51:25.599043,2025-07-29 14:51:25.59906,
3320,CA (Cellulose polymers) - biodegradable,"Material from Idemat 2025 dataset - ",86,CA (Cellulose polymers) - biodegradable,,,,58cfd4c8-124b-4981-8354-b4169947ca83,1,false,Idemat 2025,,2025-07-29 14:51:26.233915,2025-07-29 14:51:26.233926,
3321,PA-11 (Nylon-11) - bio-based not biodegradable,"Material from Idemat 2025 dataset - ",86,PA-11 (Nylon-11) - bio-based not biodegradable,,,,564dd947-8f6c-4197-9297-5a891af4ee17,1,false,Idemat 2025,,2025-07-29 14:51:26.829731,2025-07-29 14:51:26.829745,
3322,bio-PET (Polyethylene terephthalate) from sugarcane - not biodegradable,"Material from Idemat 2025 dataset - ",86,bio-PET (Polyethylene terephthalate) from sugarcane - not biodegradable,,,,0e89b429-be16-49b1-8162-b7ba6f047857,1,false,Idemat 2025,,2025-07-29 14:51:27.391043,2025-07-29 14:51:27.391054,
3323,PHA and PHB (Polyhydroxyalkanoates) from wastewater sludge - biodegradable),"Material from Idemat 2025 dataset - ",86,PHA and PHB (Polyhydroxyalkanoates) from wastewater sludge - biodegradable),,,,098cc3f9-b5ee-4198-9c07-eacebd36a0f3,1,false,Idemat 2025,,2025-07-29 14:51:27.864714,2025-07-29 14:51:27.864726,
3324,PLA (Polylactide) of corn stover - biodegradable,"Material from Idemat 2025 dataset - ",86,PLA (Polylactide) of corn stover - biodegradable,,,,3faeaf32-b6b8-4fbf-865a-1b532b7bfd49,1,false,Idemat 2025,,2025-07-29 14:51:28.362889,2025-07-29 14:51:28.362899,
3325,PBS-Starch 50%-50% blend - biodegradable,"Material from Idemat 2025 dataset - ",86,PBS-Starch 50%-50% blend - biodegradable,,,,ee6212a5-a962-4c30-be1d-0abab461a232,1,false,Idemat 2025,,2025-07-29 14:51:28.967564,2025-07-29 14:51:28.967571,
3326,PBS (Polybutylene succinate) - biodegradable,"Material from Idemat 2025 dataset - ",86,PBS (Polybutylene succinate) - biodegradable,,,,abb607b0-e982-4977-a0a6-a1163d68f259,1,false,Idemat 2025,,2025-07-29 14:51:29.570591,2025-07-29 14:51:29.635891,
3327,PBAT (polybutylene adipate-co-terephthalate) -  biodegradable,"Material from Idemat 2025 dataset - ",86,PBAT (polybutylene adipate-co-terephthalate) -  biodegradable,,,,20de557b-6672-45b8-8784-23e1b133835f,1,false,Idemat 2025,,2025-07-29 14:51:30.385195,2025-07-29 14:51:30.385202,
3328,bio-PE (Polyethylene) from tallow (waste) HVO - not biodegradable,"Material from Idemat 2025 dataset - ",86,bio-PE (Polyethylene) from tallow (waste) HVO - not biodegradable,,,,86f617d6-bbc5-4ca8-baa9-f9c3015535d4,1,false,Idemat 2025,,2025-07-29 14:51:31.020243,2025-07-29 14:51:31.020251,
3329,"bio-PP (Polypropylene) from tallow (waste) HVO - not biodegradable,","Material from Idemat 2025 dataset - ",86,"bio-PP (Polypropylene) from tallow (waste) HVO - not biodegradable,",,,,02b1e007-025a-4def-85a2-31d9499be9e4,1,false,Idemat 2025,,2025-07-29 14:51:31.789035,2025-07-29 14:51:31.789042,
3330,"PEF (Polyethylene furan-2,5-dicarboxylate) from sugarcane - not biodegradable","Material from Idemat 2025 dataset - ",86,"PEF (Polyethylene furan-2,5-dicarboxylate) from sugarcane - not biodegradable",,,,7c4d108d-760c-4d25-a02a-53b957a3db2a,1,false,Idemat 2025,,2025-07-29 14:51:32.335594,2025-07-29 14:51:32.335601,
3331,Mechanical recycled pellets (rPET/rPE/rPP/rPVC) - downcycled,"Material from Idemat 2025 dataset - ",87,Mechanical recycled pellets (rPET/rPE/rPP/rPVC) - downcycled,,,,33f55992-834b-46f8-86b5-abb5eca5f162,1,false,Idemat 2025,,2025-07-29 14:51:32.923082,2025-07-29 14:51:32.923091,
3332,Moulded Recycled mixed polymer - downcycled,"Material from Idemat 2025 dataset - ",87,Moulded Recycled mixed polymer - downcycled,,,,917c730c-26b9-4904-b9bd-607fb82fe08b,1,false,Idemat 2025,,2025-07-29 14:51:33.583354,2025-07-29 14:51:33.583375,
3333,ABS (Acrylonitrile butadiene styrene) chemical upcycled,"Material from Idemat 2025 dataset - ",87,ABS (Acrylonitrile butadiene styrene) chemical upcycled,,,,88c3a60c-c54c-4208-913a-b7ab29c2c1fd,1,false,Idemat 2025,,2025-07-29 14:51:34.118248,2025-07-29 14:51:34.118253,
3334,CA (Cellelose Acetate tetra) chemical upcycled,"Material from Idemat 2025 dataset - ",87,CA (Cellelose Acetate tetra) chemical upcycled,,,,ca2b182a-4f7f-44c7-bbd0-d5fd05ba4c3d,1,false,Idemat 2025,,2025-07-29 14:51:34.717739,2025-07-29 14:51:34.717746,
3335,EVA (Ethylene vinyl acetate) chemical upcycled,"Material from Idemat 2025 dataset - ",87,EVA (Ethylene vinyl acetate) chemical upcycled,,,,30b3bf93-3433-49f5-9559-93e97fcd803f,1,false,Idemat 2025,,2025-07-29 14:51:35.683902,2025-07-29 14:51:35.683913,
3336,Flexible Polymeer Foam (PE) chemical upcycled,"Material from Idemat 2025 dataset - ",87,Flexible Polymeer Foam (PE) chemical upcycled,,,,dacc50cf-7e55-4b25-9905-c7ed57fab737,1,false,Idemat 2025,,2025-07-29 14:51:36.497158,2025-07-29 14:51:36.497176,
3337,Ionomer chemical upcycled,"Material from Idemat 2025 dataset - ",87,Ionomer chemical upcycled,,,,192fac19-f0b7-414b-910b-d9efde707ada,1,false,Idemat 2025,,2025-07-29 14:51:37.045903,2025-07-29 14:51:37.045915,
3338,PA-11 (Nylon-11) chemical upcycled - not biodegradable,"Material from Idemat 2025 dataset - ",87,PA-11 (Nylon-11) chemical upcycled - not biodegradable,,,,683d3d54-073d-4f0a-b287-3cdedf17a137,1,false,Idemat 2025,,2025-07-29 14:51:37.723219,2025-07-29 14:51:37.72323,
3339,PA (Nylons) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PA (Nylons) chemical upcycled,,,,feaa7d79-ff31-4c93-b45b-07c7018c614e,1,false,Idemat 2025,,2025-07-29 14:51:38.324015,2025-07-29 14:51:38.324024,
3340,PC (Polycarbonate) chemical upclycled,"Material from Idemat 2025 dataset - ",87,PC (Polycarbonate) chemical upclycled,,,,93caf3fa-76ce-49c8-a758-80bbdeca76a8,1,false,Idemat 2025,,2025-07-29 14:51:38.950371,2025-07-29 14:51:38.950383,
3341,bio-PE (Polyethylene) chemical upcycled - non biodegradable,"Material from Idemat 2025 dataset - ",87,bio-PE (Polyethylene) chemical upcycled - non biodegradable,,,,8e3296f8-f839-4b69-b278-f172b61e85ee,1,false,Idemat 2025,,2025-07-29 14:51:39.564301,2025-07-29 14:51:39.56431,
3342,PE (HDPE  High density Polyethylene) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PE (HDPE  High density Polyethylene) chemical upcycled,,,,166c9207-7b88-4fdf-8dc0-7d0d37c807ef,1,false,Idemat 2025,,2025-07-29 14:51:40.164711,2025-07-29 14:51:40.164725,
3343,PET (Polyethylene terephthalate) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PET (Polyethylene terephthalate) chemical upcycled,,,,bccede8e-2034-437a-9a90-447dff2fc966,1,false,Idemat 2025,,2025-07-29 14:51:40.751329,2025-07-29 14:51:40.751336,
3344,PHA and PHB (Polyhydroxyalkanoates) chemical upcycled - biodegradeble,"Material from Idemat 2025 dataset - ",87,PHA and PHB (Polyhydroxyalkanoates) chemical upcycled - biodegradeble,,,,458b49b9-b0ee-430a-8372-35c80d14edea,1,false,Idemat 2025,,2025-07-29 14:51:41.279163,2025-07-29 14:51:41.279178,
3345,"PLA (Polylactide, starch based) chemical upcycled - biodegradeble","Material from Idemat 2025 dataset - ",87,"PLA (Polylactide, starch based) chemical upcycled - biodegradeble",,,,5c9a3a45-f564-408b-9748-2187c6e12b59,1,false,Idemat 2025,,2025-07-29 14:51:41.809248,2025-07-29 14:51:41.80926,
3346,PMMA (Polymethyl methacrylate) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PMMA (Polymethyl methacrylate) chemical upcycled,,,,243192f0-8ddd-42c9-a447-3bfd0828479a,1,false,Idemat 2025,,2025-07-29 14:51:42.35896,2025-07-29 14:51:42.358967,
3347,POM (Polyoxymethylene) chemical upcycled,"Material from Idemat 2025 dataset - ",87,POM (Polyoxymethylene) chemical upcycled,,,,957f9ed1-00e0-403a-8400-0e19ae67fe55,1,false,Idemat 2025,,2025-07-29 14:51:42.884706,2025-07-29 14:51:42.884719,
3348,PP (Polypropylene) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PP (Polypropylene) chemical upcycled,,,,12325c96-c655-497e-9493-8f30135aa42d,1,false,Idemat 2025,,2025-07-29 14:51:43.402829,2025-07-29 14:51:43.402836,
3349,PS (Polystyrene) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PS (Polystyrene) chemical upcycled,,,,845046d5-a358-4905-b3e8-f6d72c202334,1,false,Idemat 2025,,2025-07-29 14:51:44.012907,2025-07-29 14:51:44.012931,
3350,PTFE (Teflon) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PTFE (Teflon) chemical upcycled,,,,405bc9b5-e437-4117-8f2a-13e50cbde611,1,false,Idemat 2025,,2025-07-29 14:51:44.518843,2025-07-29 14:51:44.518853,
3351,PTT (Polyltrimethylene terephthalate) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PTT (Polyltrimethylene terephthalate) chemical upcycled,,,,f95f5235-1d2a-44bf-96bd-3c5667c0b2ad,1,false,Idemat 2025,,2025-07-29 14:51:45.160852,2025-07-29 14:51:45.160867,
3352,PUR (Polyurethane) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PUR (Polyurethane) chemical upcycled,,,,d8b27287-7259-41cf-adaa-52942bb7fab8,1,false,Idemat 2025,,2025-07-29 14:51:45.813211,2025-07-29 14:51:45.813224,
3353,PVC (Polyvinylchloride) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PVC (Polyvinylchloride) chemical upcycled,,,,1883cf24-d4c4-4260-911b-7a004fd65ed0,1,false,Idemat 2025,,2025-07-29 14:51:46.372894,2025-07-29 14:51:46.372904,
3354,Starch-PBS 50%-50% blend chemical upcycled - biodegradeble,"Material from Idemat 2025 dataset - ",87,Starch-PBS 50%-50% blend chemical upcycled - biodegradeble,,,,c26aa461-4f8a-42e4-b849-59f5cb1b61c3,1,false,Idemat 2025,,2025-07-29 14:51:46.867581,2025-07-29 14:51:46.867588,
3355,PBS  chemical upcycled - biodegradeble,"Material from Idemat 2025 dataset - ",87,PBS  chemical upcycled - biodegradeble,,,,aaa450a9-92b9-4e55-8cb8-e64c42b72e34,1,false,Idemat 2025,,2025-07-29 14:51:47.408043,2025-07-29 14:51:47.408055,
3356,PBAT (polybutylene adipate-co-terephthalate) chemical upcycled - biodegradeble,"Material from Idemat 2025 dataset - ",87,PBAT (polybutylene adipate-co-terephthalate) chemical upcycled - biodegradeble,,,,009925d9-6c90-4cff-a3dd-89d09f88584c,1,false,Idemat 2025,,2025-07-29 14:51:47.899908,2025-07-29 14:51:47.899917,
3357,PAN (Polyacrylonitrile fibres) chemical upcycled,"Material from Idemat 2025 dataset - ",87,PAN (Polyacrylonitrile fibres) chemical upcycled,,,,5de6b912-f7cf-4174-9608-eaf566f22244,1,false,Idemat 2025,,2025-07-29 14:51:48.366773,2025-07-29 14:51:48.366778,
3358,bio-PP (Polypropylene) chemical upcycled - not biodegradable,"Material from Idemat 2025 dataset - ",87,bio-PP (Polypropylene) chemical upcycled - not biodegradable,,,,4229c43e-b4ed-49c6-ac05-69b42a4b2631,1,false,Idemat 2025,,2025-07-29 14:51:48.827266,2025-07-29 14:51:48.827276,
3359,bio-PET (Polyethylene terephthalate) chemical upcycled - not biodegradable,"Material from Idemat 2025 dataset - ",87,bio-PET (Polyethylene terephthalate) chemical upcycled - not biodegradable,,,,b3adf7ab-d5fd-41c9-81d7-e33a985fba1e,1,false,Idemat 2025,,2025-07-29 14:51:49.30531,2025-07-29 14:51:49.305317,
3360,"PEF (Polyethylene furan-2,5-dicarboxylate) chemical upcycled - not biodegradeble","Material from Idemat 2025 dataset - ",87,"PEF (Polyethylene furan-2,5-dicarboxylate) chemical upcycled - not biodegradeble",,,,0a7538a9-bd43-421a-a60b-d13aa1d3e0b1,1,false,Idemat 2025,,2025-07-29 14:51:49.768137,2025-07-29 14:51:49.768143,
3361,BR (butadiene rubber),"Material from Idemat 2025 dataset - ",93,BR (butadiene rubber),,,,67fa9e99-41e6-42d4-8052-d524934a2bb8,1,false,Idemat 2025,,2025-07-29 14:51:50.188804,2025-07-29 14:51:50.188814,
3362,BR and IIR (butadiene rubber and butyl rubber) in tires,"Material from Idemat 2025 dataset - ",93,BR and IIR (butadiene rubber and butyl rubber) in tires,,,,5c4195b9-bfaa-4d42-9f34-03199088b48f,1,false,Idemat 2025,,2025-07-29 14:51:50.638447,2025-07-29 14:51:50.638454,
3363,EPDM (ethylene propylene diene monomer rubber),"Material from Idemat 2025 dataset - ",93,EPDM (ethylene propylene diene monomer rubber),,,,0f75f946-3be9-47cb-977e-5983f3563580,1,false,Idemat 2025,,2025-07-29 14:51:51.091196,2025-07-29 14:51:51.091209,
3364,EVA (ethylene vinyl acetate rubber),"Material from Idemat 2025 dataset - ",93,EVA (ethylene vinyl acetate rubber),,,,a103ddb1-d5f6-45cd-abed-400c2c3372e6,1,false,Idemat 2025,,2025-07-29 14:51:51.542831,2025-07-29 14:51:51.542841,
3365,IR (polyisoprene rubber),"Material from Idemat 2025 dataset - ",93,IR (polyisoprene rubber),,,,c1a271e9-06ab-4161-9a74-1094e38cac65,1,false,Idemat 2025,,2025-07-29 14:51:51.992804,2025-07-29 14:51:51.992818,
3366,Natural rubber (from Thailand in Rotterdam),"Material from Idemat 2025 dataset - ",93,Natural rubber (from Thailand in Rotterdam),,,,14680616-fb28-4fa1-b382-58cf96554a96,1,false,Idemat 2025,,2025-07-29 14:51:52.441055,2025-07-29 14:51:52.441064,
3367,NBR (nitrile rubber),"Material from Idemat 2025 dataset - ",93,NBR (nitrile rubber),,,,dc31fa0b-bc91-4669-9f78-b142c7e7db06,1,false,Idemat 2025,,2025-07-29 14:51:52.859406,2025-07-29 14:51:52.859416,
3368,Polychloroprene (Neoprene and CR) rubber,"Material from Idemat 2025 dataset - ",93,Polychloroprene (Neoprene and CR) rubber,,,,7e3b4e7f-4b1f-4292-abe5-7d4ec91009b9,1,false,Idemat 2025,,2025-07-29 14:51:53.288747,2025-07-29 14:51:53.288753,
3369,PU (polyurethane) rubber for shoe soles,"Material from Idemat 2025 dataset - ",93,PU (polyurethane) rubber for shoe soles,,,,fe5649f4-5d6e-439a-9392-9770271c83b5,1,false,Idemat 2025,,2025-07-29 14:51:53.709182,2025-07-29 14:51:53.709296,
3370,SAN (Styrene-acrylonitrile copolymer),"Material from Idemat 2025 dataset - ",93,SAN (Styrene-acrylonitrile copolymer),,,,9d840754-3084-4352-a4e4-2c3e7e892d91,1,false,Idemat 2025,,2025-07-29 14:51:54.151491,2025-07-29 14:51:54.151509,
3371,SBR (Styrene butadiene rubber),"Material from Idemat 2025 dataset - ",93,SBR (Styrene butadiene rubber),,,,b0d02cec-9a4b-4706-b90a-20bed5b79a53,1,false,Idemat 2025,,2025-07-29 14:51:54.597258,2025-07-29 14:51:54.597266,
3372,Silicone rubber (PDMS),"Material from Idemat 2025 dataset - ",93,Silicone rubber (PDMS),,,,a235249c-de39-43e6-878e-0e6c19afb629,1,false,Idemat 2025,,2025-07-29 14:51:55.057463,2025-07-29 14:51:55.057472,
3373,ABS (Acrylonitrile butadiene styrene),"Material from Idemat 2025 dataset - ",85,ABS (Acrylonitrile butadiene styrene),,,,126bb76f-4181-45b5-ba39-ffe4601a1b27,1,false,Idemat 2025,,2025-07-29 14:51:55.509466,2025-07-29 14:51:55.509479,
3374,ABS 30% glass fibre,"Material from Idemat 2025 dataset - ",85,ABS 30% glass fibre,,,,906d0dc7-e10e-4cf6-8cd2-93a6665ad39b,1,false,Idemat 2025,,2025-07-29 14:51:55.973822,2025-07-29 14:51:55.973829,
3375,Ionomer,"Material from Idemat 2025 dataset - ",85,Ionomer,,,,a0247d61-39f0-4732-82c0-e36b504abf7b,1,false,Idemat 2025,,2025-07-29 14:51:56.423946,2025-07-29 14:51:56.423957,
3376,PA 6 (Nylon 6  Polyamide 6),"Material from Idemat 2025 dataset - ",85,PA 6 (Nylon 6  Polyamide 6),,,,21ce07a4-c802-4dfd-83a4-6441f739a850,1,false,Idemat 2025,,2025-07-29 14:51:56.879797,2025-07-29 14:51:56.879806,
3377,PA 6 30% glass fibre,"Material from Idemat 2025 dataset - ",85,PA 6 30% glass fibre,,,,88c8c6ea-e0ed-4029-90ac-86d0260b5e8d,1,false,Idemat 2025,,2025-07-29 14:51:57.326278,2025-07-29 14:51:57.326288,
3378,PA 66 (Nylon 66  Polyamide 6-6),"Material from Idemat 2025 dataset - ",85,PA 66 (Nylon 66  Polyamide 6-6),,,,7bdf6f47-56c8-4899-9699-869bafedeb07,1,false,Idemat 2025,,2025-07-29 14:51:57.77274,2025-07-29 14:51:57.772747,
3379,PA 66 30% glass fibre,"Material from Idemat 2025 dataset - ",85,PA 66 30% glass fibre,,,,e009d227-94cf-4e7c-a911-2eed9c05e3bb,1,false,Idemat 2025,,2025-07-29 14:51:58.249073,2025-07-29 14:51:58.249078,
3380,PB-1 (Polybutylene),"Material from Idemat 2025 dataset - ",85,PB-1 (Polybutylene),,,,a607b3f5-2395-4b03-8298-aa5bd24d86f4,1,false,Idemat 2025,,2025-07-29 14:51:58.726504,2025-07-29 14:51:58.726515,
3381,PC (Polycarbonate),"Material from Idemat 2025 dataset - ",85,PC (Polycarbonate),,,,e2f0dcab-7ad8-423d-9414-9dc4cf24aafc,1,false,Idemat 2025,,2025-07-29 14:51:59.224824,2025-07-29 14:51:59.224838,
3382,PC 30% glass fibre,"Material from Idemat 2025 dataset - ",85,PC 30% glass fibre,,,,d30eb9c1-ac01-4681-9ab5-9626a692a03c,1,false,Idemat 2025,,2025-07-29 14:51:59.714632,2025-07-29 14:51:59.714642,
3383,PE (HDPE  High density Polyethylene),"Material from Idemat 2025 dataset - ",85,PE (HDPE  High density Polyethylene),,,,c9cf09e8-159d-4cf8-984e-76edf310a40d,1,false,Idemat 2025,,2025-07-29 14:52:00.142287,2025-07-29 14:52:00.1423,
3384,PE (LDPE  Low density Polyethylene),"Material from Idemat 2025 dataset - ",85,PE (LDPE  Low density Polyethylene),,,,19a25519-1766-48e2-8643-bc05b4dd5c27,1,false,Idemat 2025,,2025-07-29 14:52:00.555582,2025-07-29 14:52:00.555589,
3385,PE (LLDPE  Linear low density Polyethylene),"Material from Idemat 2025 dataset - ",85,PE (LLDPE  Linear low density Polyethylene),,,,013f0810-f86e-4153-839e-6e30052caf72,1,false,Idemat 2025,,2025-07-29 14:52:00.98367,2025-07-29 14:52:00.983675,
3386,PE (Polyethylene) expanded,"Material from Idemat 2025 dataset - ",85,PE (Polyethylene) expanded,,,,7cbdb041-eb44-4029-bafe-0e4fafd94f3f,1,false,Idemat 2025,,2025-07-29 14:52:01.439986,2025-07-29 14:52:01.439991,
3387,PET (Polyethylene terephthalate) 30% glass fibre,"Material from Idemat 2025 dataset - ",85,PET (Polyethylene terephthalate) 30% glass fibre,,,,2baa73dc-e74f-42f6-8137-6f42ab64dff5,1,false,Idemat 2025,,2025-07-29 14:52:01.88524,2025-07-29 14:52:01.885246,
3388,PET (Polyethylene terephthalate) amorphous,"Material from Idemat 2025 dataset - ",97,PET (Polyethylene terephthalate) amorphous,,,,4c1ef9f4-8252-4690-ba53-be69d5448668,1,false,Idemat 2025,,2025-07-29 14:52:02.392099,2025-07-29 14:52:02.392154,
3389,PET (Polyethylene terephthalate) bottle grade,"Material from Idemat 2025 dataset - ",85,PET (Polyethylene terephthalate) bottle grade,,,,41b50217-b400-4f2e-9854-322131eaf7de,1,false,Idemat 2025,,2025-07-29 14:52:02.936209,2025-07-29 14:52:02.936215,
3390,PMMA (Polymethyl methacrylate),"Material from Idemat 2025 dataset - ",85,PMMA (Polymethyl methacrylate),,,,26c9731a-1b49-468b-abe6-5026fa5bd857,1,false,Idemat 2025,,2025-07-29 14:52:03.461355,2025-07-29 14:52:03.461362,
3391,"POM (Polyoxymethyleen, polyacetaal)","Material from Idemat 2025 dataset - ",85,"POM (Polyoxymethyleen, polyacetaal)",,,,f62a2058-a4e3-4aa4-976a-778d1d02ea2b,1,false,Idemat 2025,,2025-07-29 14:52:03.912242,2025-07-29 14:52:03.912257,
3392,PP (Polypropylene),"Material from Idemat 2025 dataset - ",85,PP (Polypropylene),,,,a22c121c-b0a3-4f5e-bb32-a2b0891f138c,1,false,Idemat 2025,,2025-07-29 14:52:04.578112,2025-07-29 14:52:04.578173,
3393,PP GF30,"Material from Idemat 2025 dataset - ",85,PP GF30,,,,1f929d45-1c97-45dd-9670-a5ea8d9e235d,1,false,Idemat 2025,,2025-07-29 14:52:05.102437,2025-07-29 14:52:05.102443,
3394,"PS (EPS  expandable polystyrene, white)","Material from Idemat 2025 dataset - ",85,"PS (EPS  expandable polystyrene, white)",,,,6cd87515-bd34-4aa7-89e6-39bb1abec691,1,false,Idemat 2025,,2025-07-29 14:52:05.697351,2025-07-29 14:52:05.697363,
3395,PS (GPPS  general purpose polystyrene),"Material from Idemat 2025 dataset - ",85,PS (GPPS  general purpose polystyrene),,,,1456cfda-b7f6-4184-9482-85ad592b6daa,1,false,Idemat 2025,,2025-07-29 14:52:06.191444,2025-07-29 14:52:06.191455,
3396,PS (HIPS  high impact polysyrene),"Material from Idemat 2025 dataset - ",85,PS (HIPS  high impact polysyrene),,,,3516f4da-2c15-47fa-97e0-028d5bda3d9b,1,false,Idemat 2025,,2025-07-29 14:52:06.880636,2025-07-29 14:52:06.88065,
3397,PTFE (Polytetrafluoroethylene) Teflon,"Material from Idemat 2025 dataset - ",85,PTFE (Polytetrafluoroethylene) Teflon,,,,15409c6e-c7f1-4012-bac5-2f3c137723a4,1,false,Idemat 2025,,2025-07-29 14:52:07.4179,2025-07-29 14:52:07.417905,
3398,PTT (Polyltrimethylene terephthalate),"Material from Idemat 2025 dataset - ",85,PTT (Polyltrimethylene terephthalate),,,,ac70d8af-9fa9-4eae-a027-1d70de5c5810,1,false,Idemat 2025,,2025-07-29 14:52:08.03079,2025-07-29 14:52:08.030801,
3399,PVOH (Polyvinyl alcohol) and PVA (Polyvinyl acetate - wood gluel),"Material from Idemat 2025 dataset - ",85,PVOH (Polyvinyl alcohol) and PVA (Polyvinyl acetate - wood gluel),,,,e2f2871a-acac-4153-a90d-6b904f73d9fb,1,false,Idemat 2025,,2025-07-29 14:52:08.668533,2025-07-29 14:52:08.668547,
3400,PVC (Polyvinylchloride emulsion polymerised),"Material from Idemat 2025 dataset - ",85,PVC (Polyvinylchloride emulsion polymerised),,,,4bf62164-3914-446e-a4c0-6564e0940731,1,false,Idemat 2025,,2025-07-29 14:52:09.376854,2025-07-29 14:52:09.376866,
3401,PVC (Polyvinylchloride suspension polymerised),"Material from Idemat 2025 dataset - ",85,PVC (Polyvinylchloride suspension polymerised),,,,0b8c9362-172c-4bd9-925c-a711b1c127c1,1,false,Idemat 2025,,2025-07-29 14:52:10.026194,2025-07-29 14:52:10.026202,
3402,"PVC (Polyvinylchloride, trade mix)","Material from Idemat 2025 dataset - ",85,"PVC (Polyvinylchloride, trade mix)",,,,2302cd11-64d4-4e44-8599-2471ef6c66fd,1,false,Idemat 2025,,2025-07-29 14:52:10.81506,2025-07-29 14:52:10.815069,
3403,PVDC (Polyvinyliden chloride),"Material from Idemat 2025 dataset - ",85,PVDC (Polyvinyliden chloride),,,,b8c10296-7361-43a0-95e1-0077ca6ca598,1,false,Idemat 2025,,2025-07-29 14:52:11.448994,2025-07-29 14:52:11.449005,
3404,PAN Polyacrylonitrile fibres,"Material from Idemat 2025 dataset - ",85,PAN Polyacrylonitrile fibres,,,,336de7c8-41ec-4cbc-aab6-1e0930f33d8b,1,false,Idemat 2025,,2025-07-29 14:52:11.912453,2025-07-29 14:52:11.912463,
3405,Carbon fiber-reinforced plastic,"Material from Idemat 2025 dataset - ",89,Carbon fiber-reinforced plastic,,,,95bbb352-a1ad-4bf3-8dae-d737c2300b07,1,false,Idemat 2025,,2025-07-29 14:52:12.525284,2025-07-29 14:52:12.525291,
3406,Epoxy resin from Bisphenol A 33% Epichlorohydrin 66%,"Material from Idemat 2025 dataset - ",89,Epoxy resin from Bisphenol A 33% Epichlorohydrin 66%,,,,7e527245-9a82-4dd9-9918-bc8b5826c2d5,1,false,Idemat 2025,,2025-07-29 14:52:13.183378,2025-07-29 14:52:13.183389,
3407,MF (melamine formaldehyde resin),"Material from Idemat 2025 dataset - ",89,MF (melamine formaldehyde resin),,,,d65c292e-b911-4ca6-b6f7-b45d57f214e4,1,false,Idemat 2025,,2025-07-29 14:52:13.666717,2025-07-29 14:52:13.666724,
3408,PF (phenol formaldehyde resin),"Material from Idemat 2025 dataset - ",89,PF (phenol formaldehyde resin),,,,11cec709-0b0b-421f-8cc0-c1cd8b3f4c22,1,false,Idemat 2025,,2025-07-29 14:52:14.208216,2025-07-29 14:52:14.208226,
