id,material_id,value,value_min,value_max,test_standard,notes,source,is_verified,created_at,updated_at,property_id,property_category,unit,created_by
31325,3009,0.0089583608,,,,,,false,2025-07-29 14:48:33.535974+00,2025-07-29 14:48:33.535981+00,168,,,
31326,3009,0.00039062827,,,,,,false,2025-07-29 14:48:33.562445+00,2025-07-29 14:48:33.562454+00,167,,,
31327,3009,0.00049980963,,,,,,false,2025-07-29 14:48:33.588629+00,2025-07-29 14:48:33.588635+00,170,,,
31328,3009,0.00000053707199,,,,,,false,2025-07-29 14:48:33.623631+00,2025-07-29 14:48:33.623639+00,169,,,
31329,3009,0.0000000014446312,,,,,,false,2025-07-29 14:48:33.650353+00,2025-07-29 14:48:33.650359+00,166,,,
31330,3009,0.070001349,,,,,,false,2025-07-29 14:48:33.685884+00,2025-07-29 14:48:33.685889+00,171,,,
31331,3009,0.0000255,,,,,,false,2025-07-29 14:48:33.714696+00,2025-07-29 14:48:33.714709+00,165,,,
31332,3009,0.061415761,,,,,,false,2025-07-29 14:48:33.756383+00,2025-07-29 14:48:33.756386+00,160,,,
31333,3009,0.02266703389,,,,,,false,2025-07-29 14:48:33.789219+00,2025-07-29 14:48:33.789223+00,161,,,
31334,3009,0.01375511809,,,,,,false,2025-07-29 14:48:33.815068+00,2025-07-29 14:48:33.815079+00,162,,,
31335,3009,0.01398872949,,,,,,false,2025-07-29 14:48:33.847658+00,2025-07-29 14:48:33.847666+00,163,,,
31336,3009,0.00197810327,,,,,,false,2025-07-29 14:48:33.874569+00,2025-07-29 14:48:33.874581+00,164,,,
31337,3010,23.95,,,,,,false,2025-07-29 14:48:33.929325+00,2025-07-29 14:48:33.929332+00,76,,,
31338,3010,1.62,,,,,,false,2025-07-29 14:48:33.956154+00,2025-07-29 14:48:33.956159+00,74,,kg CO2e/kg,
31339,3010,31.6,,,,,,false,2025-07-29 14:48:33.983807+00,2025-07-29 14:48:33.983812+00,159,,,
31340,3010,1.2326897,,,,,,false,2025-07-29 14:48:34.016495+00,2025-07-29 14:48:34.016507+00,172,,,
31341,3010,1.2017116,,,,,,false,2025-07-29 14:48:34.064509+00,2025-07-29 14:48:34.064519+00,168,,,
31342,3010,0.022577661,,,,,,false,2025-07-29 14:48:34.091951+00,2025-07-29 14:48:34.091959+00,167,,,
31343,3010,0.0084005001,,,,,,false,2025-07-29 14:48:34.126021+00,2025-07-29 14:48:34.126029+00,170,,,
31344,3010,0.000072045058,,,,,,false,2025-07-29 14:48:34.160512+00,2025-07-29 14:48:34.160519+00,169,,,
31345,3010,0.000000083497267,,,,,,false,2025-07-29 14:48:34.189195+00,2025-07-29 14:48:34.189202+00,166,,,
31346,3010,1.1765406,,,,,,false,2025-07-29 14:48:34.229602+00,2025-07-29 14:48:34.229611+00,171,,,
31347,3010,0.0050876457,,,,,,false,2025-07-29 14:48:34.266339+00,2025-07-29 14:48:34.266346+00,165,,,
31348,3010,0.24284697,,,,,,false,2025-07-29 14:48:34.293263+00,2025-07-29 14:48:34.29327+00,160,,,
31349,3010,4.715103912,,,,,,false,2025-07-29 14:48:34.326353+00,2025-07-29 14:48:34.326393+00,161,,,
31350,3010,3.114363204,,,,,,false,2025-07-29 14:48:34.356426+00,2025-07-29 14:48:34.356432+00,162,,,
31351,3010,3.114363204,,,,,,false,2025-07-29 14:48:34.382815+00,2025-07-29 14:48:34.382822+00,163,,,
31352,3010,18.99028335,,,,,,false,2025-07-29 14:48:34.412101+00,2025-07-29 14:48:34.412111+00,164,,,
31353,3011,0.57,,,,,,false,2025-07-29 14:48:34.483718+00,2025-07-29 14:48:34.483723+00,76,,,
31354,3011,0.32,,,,,,false,2025-07-29 14:48:34.512535+00,2025-07-29 14:48:34.51254+00,74,,kg CO2e/kg,
31355,3011,4.2,,,,,,false,2025-07-29 14:48:34.540588+00,2025-07-29 14:48:34.540594+00,159,,,
31356,3011,0.013541362,,,,,,false,2025-07-29 14:48:34.570536+00,2025-07-29 14:48:34.570541+00,172,,,
